Response ID..,"No Trucks, Plus Incentives: drivetrain design 1","No Trucks, Plus Incentives: drivetrain design 2","No Trucks, Plus Incentives: drivetrain design 3","No Trucks, Plus Incentives: drivetrain design 4","No trucks, plus incentives: drivetrain design",Respondent Education,rRespondent Education,Respondent Gender,Respondent Sex,Gender 2,Income 2,rIncome,Veh 1 Total Price,"Veh 1 Total Price, don't know","Fuel economy, gasoline / diesel / ethanol","Fuel economy, gasoline / diesel / ethanol truncated","Fuel economy, gasoline / diesel / ethanol, no idea",Distance,Distance Week/Month,Respondent's vehicle's monthly miles,Respondent's vehicle's monthly miles truncated,Fuel spending,Fuel spending Week/month,Respondent's car fuel spending per month,Respondent's car fuel spending per month (trunc),Daily flexibility,Commute,Home Park own car,Home Park other car,Garage or Carport,Home park: 110,Home Park: 220,Home park: EVSE,Home park: none,Home park: don't know,Highest Home PEV Charging Access,Electricy install authority,Home natural gas,Should government offer incentives,Replacement: Electricity,Replacement: Hydrogen,Seen Public EVSEs,Seen Public EVSEs yes/no,Personal interest in ZEV tech,Consider an EV,rConsiderEV,Consider an FCV,rConsiderFCV,Incentives: Federal,Base body size,Base body size 2,Familiarity: Gasoline Vehicles,Familiarity: EVs,Familiarity: HEVs,Familiarity: PHEVs,Familiarity: FCVs,Familiarity Gasoline Vehicles (trunc),Familiarity EVs (trunc),Familiarity HEVs (trunc),Familiarity PHEVs (trunc),Familiarity FCVs (trunc),Driving exp: EV,Driving exp: HEV,Driving exp: PHEV,Driving exp: FCV,Driving exp: EV (trunc),Driving exp: HEV (trunc),Driving exp: PHEV (trunc),Driving exp: FCV (trunc),EV: home charge,EV: public charging,EV: charge time,EV: range,EV: purchase price,EV: safety,EV: reliability,EV: home charge (trunc),EV: public charging (trunc),EV: charge time (trunc),EV: range (trunc),EV: purchase price (trunc),EV: safety (trunc),EV: reliability (trunc),FCV: public refueling,FCV: fueling time,FCV: range,FCV: purchase price,FCV: safety,FCV: reliability,FCV: public refueling (trunc),FCV: fueling time (trunc),FCV: range (trunc),FCV: purchase price (trunc),FCV: safety (trunc),FCV: reliabilty (trunc),Environmental risk,Environmental Risk (trunc),Health risk,Health Risk (trunc),Urgent national need,Urgent national need (trunc),Market provides incentives,Market incentives (trunc),Air pollution: lifesyle,Air pollution: lifestyle (trunc),Air pollution: personal worry,Air pollution: personal worry (trunc),Air pollution: regional threat,Air pollution: regional threat (trunc),Global warming: certainty,Global warming: certainty (trunc),Climate change: lifestyle,Climate change: lifestyle (trunc),Familiarity Factor1,Familiarity Factor2,Driving Experience Factor1,Driving Experience Factor2,Prior EV Factor1,Prior EV Factor2,Prior EV Factor3,Prior EV Factor4,Prior FCV Factor1,Prior FCV Factor2,Prior FCV Factor3,Enviro Factor1b,Enviro Factor2b,Enviro Factor3b,Pro-ZEV: tech,Pro-ZEV: fun,Pro-ZEV: safer,Pro-ZEV: fuel cost,Pro-ZEV: comfortable,Pro-ZEV: looks,Pro-ZEV: impression,Pro-ZEV: lifestyle,Pro-ZEV: purchase cost,Pro-ZEV: maintenance cost,Pro-ZEV: climate change,Pro-ZEV: oil imports,Pro-ZEV: money to oil producers,Pro-ZEV: air quality,Pro-ZEV: home charge convenience,Pro-ZEV: incentives,w Pro-ZEV: tech,w Pro-ZEV: fun,w Pro-ZEV: safer,w Pro-ZEV: fuel cost,w Pro-ZEV: comfortable,w Pro-ZEV: looks,w Pro-ZEV: impression,w Pro-ZEV: lifestyle,w Pro-ZEV: purchase cost,w Pro-ZEV: maintenance cost,w Pro-ZEV: climate change,w Pro-ZEV: oil imports,w Pro-ZEV: money to oil producers,w Pro-ZEV: air quality,w Pro-ZEV: home charge convenience,w Pro-ZEV: incentives,Non-ZEV: unfamiliar technology,Non-ZEV: electricity supply,Non-ZEV: vehicle safety,Non-ZEV: no home charge or fuel,Non-ZEV: limited fuel network,Non-ZEV: looks,Non-ZEV: impression,Non-ZEV: purchase cost,Non-ZEV: maintenance cost,Non-ZEV: fuel cost,Non-ZEV: lifestyle,Non-ZEV: charge/fuel time,Non-ZEV: range,Non-ZEV: fuel safety,Non-ZEV: enviormental concerns,Non-ZEV: battery concerns,Non-ZEVs: reliability,Non-ZEVs: higher incentives,w Non-ZEV: total,w Non-ZEV: unfamiliar technology,w Non-ZEV: electricity supply,w Non-ZEV: vehicle safety,w Non-ZEV: no home charge or fuel,w Non-ZEV: limited fuel network,w Non-ZEV: looks,w Non-ZEV: impression,w Non-ZEV: purchase cost,w Non-ZEV: maintenance cost,w Non-ZEV: fuel cost,w Non-ZEV: lifestyle,w Non-ZEV: charge/fuel time,w Non-ZEV: range,w Non-ZEV: fuel safety,w Non-ZEV: environmental concerns,w Non-ZEV: battery concerns,w Non-ZEV: reliability,w Non-ZEV: higher incentives
5691,Gas,,,,Gas,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",32000,0,25,25,0,1200,Month,1200,1200,120,Month,120,120,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas",I'm not sure,No,No,Yes. I've seen them at one place.,Yes,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I'm Not Sure,Midsize,Midsize,2.91,4.125,4.125,4.125,-3,2.91,,,,-3,-3,-3,-3,-3,-3,-3,-3,-3,4.125,-3,4.125,2.26,2.12,4.125,4.125,,-3,,2.26,2.12,,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,1.24,1.24,1.08,1.08,0,0,4.125,,1.52,1.52,2.45,2.45,-1.23,-1.23,0,0,0,0,-0.787306506,0.489908715,-0.369833827,-0.658581338,-0.100717092,0.669442196,-0.916175815,0.33695691,0,0,0,0.192790425,1.366949854,-1.097638265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,32.94581393,5.490968988,5.490968988,0,5.490968988,5.490968988,0,0,5.490968988,0,0,0,0,0,0,0,0,5.490968988,
5697,Gas,,,,Gas,Some College,Some College,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",30000,0,,,1,50,Week,200,200,80,Month,80,80,"I'm the only driver, so this question doesn't really apply to me",No,"Carport (Covered, but not fully enclosed)",,Yes,No,No,No,Yes,No,No,My household would need permission from some other person or group.,"No, we don't have natural gas","No, neither one",Yes,No,No. I haven't seen any.,No,A little interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I'm Not Sure,Midsize,Midsize,2.93,0,0,0,-2.9,2.93,0,0,0,-2.9,-2.71,-2.69,-2.61,-2.71,-2.71,-2.69,-2.61,-2.71,-2.81,-2.8,4.125,4.125,0.52,4.125,2.17,-2.81,-2.8,,,0.52,,2.17,4.125,4.125,4.125,0.5,4.125,1.58,,,,0.5,,1.58,4.125,,0,0,0.17,0.17,1.73,1.73,0.22,0.22,-0.43,-0.43,0,0,4.125,,0.77,0.77,-0.903213504,0.127635076,-0.196320791,-0.549864546,0.590471163,0.097444299,-1.34714541,-0.479148855,0.283229947,0.08324817,0.288062748,-0.917985267,0.743170199,-0.018591428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,5,1,0,1,3,3,0,0,2,0,0,0,0,0,28.55303874,1.098193798,5.490968988,0,5.490968988,5.490968988,1.098193798,0,1.098193798,3.294581393,3.294581393,0,0,2.196387595,0,0,0,0,
5698,Gas,,,,Gas,Some Graduate School,Some Graduate School,Female,Female,Female,"$150,000 to $199,999","$150,000 to 199,999",40000,0,26,26,0,500,Month,500,500,60,Month,60,60,"I'm the only driver, so this question doesn't really apply to me",No,Garage (attached to your home or freestanding),,Yes,No,No,No,Yes,No,No,My household would need permission from some other person or group.,"No, we don't have natural gas","Yes, but only electricity",Yes,No,No. I haven't seen any.,No,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.96,-3,0,-1.27,-3,2.96,-3,0,-1.27,-3,-2.56,-3,-3,-3,-2.56,-3,-3,-3,-3,-3,2.8,2.92,2.77,-1.23,1.1,-3,-3,2.8,2.92,2.77,-1.23,1.1,4.125,4.125,4.125,4.125,1.39,1.36,,,,,1.39,1.36,-2.98,-2.98,-3,-3,2.82,2.82,-1.95,-1.95,2.59,2.59,-1.71,-1.71,1,1,2.82,2.82,1.07,1.07,-1.664140277,-0.065181448,-0.321518946,-0.630980212,-0.447887613,1.136115048,-1.214319184,0.542739393,0.395385745,0.11679123,0.117835673,-0.859872147,-0.961111505,0.083067567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,16.47290696,0,0,0,5.490968988,0,0,0,5.490968988,0,0,0,0,5.490968988,0,0,0,0,
5699,HEV,,,,HEV,Some College,Some College,Male,Male,Male,"$50,000 to 74,999","$50,000 to 74,999",30000,0,25,25,0,25,Week,100,100,20,Week,80,80,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",Yes,Driveway (Not Covered),Garage (attached to your home or freestanding),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at several places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.91,4.125,2.92,2.78,4.125,2.91,,2.92,2.78,,-3,-1.33,-3,-3,-3,-1.33,-3,-3,2.84,4.125,-0.21,0.14,2.44,4.125,4.125,2.84,,-0.21,0.14,2.44,,,-3,4.125,4.125,2.91,4.125,4.125,-3,,,2.91,,,-3,-3,-2.95,-2.95,0,0,0,0,1.33,1.33,1.48,1.48,4.125,,4.125,,1.67,1.67,0.726801319,0.420693863,-0.568207054,-0.09315763,-0.189435963,-0.594421514,0.516860095,0.47790495,0.14411978,-0.116665731,-0.824944669,0.005666898,-0.883028958,0.149622449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,5,0,0,3,2,0,0,5,5,3,0,3,0,0,30,0,1,0,3,5,0,0,3,2,0,0,5,5,3,0,3,0,
5701,HEV,,,,HEV,Some College,Some College,Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",21000,0,26,26,0,50,Week,200,200,15,Week,60,60,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",No,Driveway (Not Covered),On the Street,No,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,No. I haven't seen any.,No,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,No,Midsize,Midsize,2.93,4.125,2.94,4.125,4.125,2.93,,2.94,,,-3,-3,-3,-3,-3,-3,-3,-3,4.125,-2.89,0,0,2.81,0,0,,-2.89,0,0,2.81,0,0,4.125,4.125,4.125,2.81,0,0,,,,2.81,0,0,-3,-3,-3,-3,2.96,2.96,0,0,2.92,2.92,2.26,2.26,2.98,2.98,2.75,2.75,2.35,2.35,0.481377582,0.503330996,-0.369833827,-0.658581338,0.166054723,-0.712453121,-0.920956779,0.633778861,-0.351629618,-0.122780464,-0.289645684,0.843083681,-0.860055366,0.288100051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,5.490968988,0,0,0,0,0,0,0,0,0,5.490968988,0,0,0,0,0,0,0,
5703,HEV,,,,HEV,College Graduate,College Graduate,Female,Female,Female,"$25,000 to 34,999","$25,000 to 34,999",21000,0,26,26,0,60,Month,60,60,25,Week,100,100,"I'm the only driver, so this question doesn't really apply to me",No,On the Street,,No,No,No,No,Yes,No,No,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, but only electricity",Yes,No,Yes. I've seen them at a few places.,Yes,A little interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Midsize,Midsize,2.87,4.125,2.9,4.125,4.125,2.87,,2.9,,,-2.91,-2.9,-2.87,-2.84,-2.91,-2.9,-2.87,-2.84,4.125,0,4.125,4.125,4.125,-1,4.125,,0,,,,-1,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,4.125,,4.125,,2.41,2.41,4.125,,2.92,2.92,2.87,2.87,2.87,2.87,4.125,,2.93,2.93,0.47290606,0.469152884,-0.287898136,-0.635906119,-0.389490167,-0.100453713,0.276246424,-0.080622592,0,0,0,0.98302092,-0.078772276,0.721148199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7.687356583,1.098193798,4.39277519,0,0,0,0,0,0,0,2.196387595,0,0,0,0,0,0,0,
5705,PHEV,,,,PHEV,College Graduate,College Graduate,Male,Male,Male,"$75,000 to 99,999","$75,000 to 99,999",35000,0,18,18,0,600,Month,600,600,60,Month,60,60,"I'm the only driver, so this question doesn't really apply to me",No,Garage (attached to your home or freestanding),,Yes,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,Yes,Yes. I've seen them at several places.,Yes,A little interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Compact,Compact,2.93,4.125,2.92,4.125,4.125,2.93,,2.92,,,-3,-3,-3,-3,-3,-3,-3,-3,4.125,-2.09,4.125,4.125,2.93,4.125,4.125,,-2.09,,,2.93,,,4.125,4.125,4.125,2.87,4.125,4.125,,,,2.87,,,-3,-3,-3,-3,2.92,2.92,-3,-3,2.91,2.91,2.97,2.97,0,0,2.88,2.88,2.87,2.87,0.472317297,0.499240682,-0.369833827,-0.658581338,-0.000617037,0.238595597,-0.525215453,0.691419785,0.2822007,0.162765246,-0.311856077,0.446166596,-0.852815884,0.877996963,0,0,0,5,5,0,0,5,5,0,5,0,0,5,0,0,0,0,0,5,5,0,0,5,5,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5706,HEV,,,,HEV,College Graduate,College Graduate,Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",25000,0,25,25,0,100,Week,400,400,100,Month,100,100,"I'm the only driver, so this question doesn't really apply to me",Yes,On the Street,,No,No,No,No,No,Yes,No,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,Yes,Yes. I've seen them at a few places.,Yes,A little interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Compact,Compact,2.86,4.125,2.83,4.125,4.125,2.86,,2.83,,,-2.95,-2.96,-2.9,-2.95,-2.95,-2.96,-2.9,-2.95,4.125,0,-1.73,-1.63,-1.72,-1.63,-1.54,,0,-1.73,-1.63,-1.72,-1.63,-1.54,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.91,-2.91,-2.92,-2.92,0,0,0,0,0,0,0,0,-1.44,-1.44,2.89,2.89,2.95,2.95,0.442803235,0.450503872,-0.332725273,-0.640980832,-0.636489113,-1.388894628,0.046787036,-1.503414257,0,0,0,-1.314305645,-0.858686275,1.762303118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,4,0,0,0,5,0,0,4,4,0,0,0,5,0,32.94581393,0,4.39277519,0,4.39277519,4.39277519,0,0,0,5.490968988,0,0,4.39277519,4.39277519,0,0,0,5.490968988,
5707,,,,HEV,HEV,College Graduate,College Graduate,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",23500,0,30,30,0,130,Week,520,520,55,Week,220,220,"I'm the only driver, so this question doesn't really apply to me",No,Driveway (Not Covered),,No,No,No,No,Yes,No,No,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,No,No. I haven't seen any.,No,A little interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Midsize,Midsize,2.75,2.76,2.74,2.74,-2.84,2.75,2.76,2.74,2.74,-2.84,-2.88,-1.57,-2.84,-2.84,-2.88,-1.57,-2.84,-2.84,0,-2.47,2.69,-1.08,2.77,-1.65,2.04,0,-2.47,2.69,-1.08,2.77,-1.65,2.04,-2.62,4.125,4.125,2.74,1.4,1.5,-2.62,,,2.74,1.4,1.5,-2.82,-2.82,-2.75,-2.75,-0.89,-0.89,-2.84,-2.84,1.01,1.01,1.1,1.1,-2.3,-2.3,4.125,,1.05,1.05,0.399000036,0.881241344,-0.437465922,-0.180594327,-0.335265482,-0.996013155,-0.856983365,1.005308748,0.534418598,-0.046946485,-0.642045648,-0.798140095,-0.816832181,0.047514315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,5,0,0,5,5,5,0,0,5,0,0,0,0,0,32.94581393,0,0,0,5.490968988,5.490968988,0,0,5.490968988,5.490968988,5.490968988,0,0,5.490968988,0,0,0,0,
5708,,,,HEV,HEV,College Graduate,College Graduate,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",18500,0,28,28,0,100,Week,400,400,25,Week,100,100,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",No,Garage (attached to your home or freestanding),Driveway (Not Covered),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"No, we don't have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at several places.,Yes,A little interested,"Shopped for an electric vehicle, including a visit to at least one dealership to test drive",Gathered info to shopped to own,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Large,Large,2.61,-0.22,-0.16,0,-2.79,2.61,-0.22,-0.16,0,-2.79,-3,-2.6,-2.85,-2.77,-3,-2.6,-2.85,-2.77,2.73,-0.63,-1.69,0.34,0.74,-3,-1.3,2.73,-0.63,-1.69,0.34,0.74,-3,-1.3,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-0.98,-0.98,4.125,,2.72,2.72,2.72,2.72,1.25,1.25,0.57,0.57,0.36,0.36,4.125,,2.87,2.87,-0.899630297,-0.070580717,-0.302994601,-0.551178949,-1.516866832,-0.343292367,0.306093409,-0.262686067,0,0,0,-0.604902987,0.170239991,1.431660509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,5,3,0,0,5,2,0,0,0,0,0,0,0,0,0,21.96387595,5.490968988,0,0,5.490968988,3.294581393,0,0,5.490968988,2.196387595,0,0,0,0,0,0,0,0,
5711,HEV,,,,HEV,High School Graduate or GED,High school or less,Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",,1,,,1,300,Week,1200,1200,50,Week,200,200,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",Yes,Driveway (Not Covered),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at one place.,Yes,A little interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I'm Not Sure,Large,Large,2.91,4.125,2.91,4.125,4.125,2.91,,2.91,,,-2.88,-2.97,-2.89,-2.97,-2.88,-2.97,-2.89,-2.97,2.81,-2.9,4.125,4.125,2.84,4.125,4.125,2.81,-2.9,,,2.84,,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.95,-2.95,-2.92,-2.92,4.125,,4.125,,2.9,2.9,2.86,2.86,2.93,2.93,2.92,2.92,2.81,2.81,0.471003504,0.488529697,-0.329859024,-0.6351399,-0.335647248,0.335894848,-0.51694522,0.842703679,0,0,0,0.995756461,-0.792207586,0.5783148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,5,27.45484494,5.490968988,5.490968988,0,0,0,0,0,5.490968988,5.490968988,0,0,0,0,0,0,5.490968988,0,
5713,FCV,,,,FCV,College Graduate,College Graduate,Male,Male,Male,"$50,000 to 74,999","$50,000 to 74,999",17500,0,35,35,0,400,Month,400,400,150,,600,600,"I'm the only driver, so this question doesn't really apply to me",Yes,"Carport (Covered, but not fully enclosed)","Carport (Covered, but not fully enclosed)",Yes,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, but only hydrogen",No,Yes,Yes. I've seen them at several places.,Yes,Very interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,"Shopped for a hydrogen vehicle, including a visit to at least one dealership to test drive",Gathered info to shopped to own,Yes,Midsize,Midsize,2.42,2.35,2.42,2.33,-0.99,2.42,2.35,2.42,2.33,-0.99,-1.65,2.26,-1.29,-2.68,-1.65,2.26,-1.29,-2.68,1.92,-1.45,0,-0.8,0.29,-2.91,-2.88,1.92,-1.45,0,-0.8,0.29,-2.91,-2.88,-2.88,-2.72,-2.63,0.46,-2.74,-2.61,-2.88,-2.72,-2.63,0.46,-2.74,-2.61,-0.2,-0.2,-0.13,-0.13,2.64,2.64,-0.17,-0.17,2.66,2.66,2.68,2.68,2.49,2.49,2.52,2.52,2.68,2.68,0.423501001,0.365515991,-0.430893573,1.324278621,-1.461943464,-0.835156159,-0.142890319,-0.409361325,-1.880928751,-1.182646553,-0.089650957,0.877254811,0.796379206,0.629871698,5,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5714,Gas,,,,Gas,College Graduate,College Graduate,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",42000,0,17,17,0,1000,Month,1000,1000,190,Month,190,190,"I'm the only driver, so this question doesn't really apply to me",No,"Carport (Covered, but not fully enclosed)",,Yes,No,No,No,Yes,No,No,My household would need permission from some other person or group.,"No, we don't have natural gas","Yes, but only electricity",Yes,No,No. I haven't seen any.,No,A little interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Compact,Compact,2.92,2.91,2.94,2.95,4.125,2.92,2.91,2.94,2.95,,-2.95,-2.95,-2.93,-2.91,-2.95,-2.95,-2.93,-2.91,-2.94,-2.98,0,1.28,1.45,-1.04,0,-2.94,-2.98,0,1.28,1.45,-1.04,0,-2.85,4.125,4.125,1.29,4.125,4.125,-2.85,,,1.29,,,-2.95,-2.95,-2.93,-2.93,-1.43,-1.43,0,0,1.32,1.32,0.36,0.36,-0.36,-0.36,-0.81,-0.81,0.84,0.84,0.814827504,0.421137649,-0.323604953,-0.648307089,-0.358101283,0.110971408,-1.264065781,-0.141478134,-0.226962912,-0.351596206,-0.484505224,-0.71903046,-0.925319772,-0.159242127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,5,5,0,0,3,2,1,0,2,3,1,0,0,0,0,24,1,0,1,5,5,0,0,3,2,1,0,2,3,1,0,0,0,
5717,Gas,,,,Gas,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$150,000 to $199,999","$150,000 to 199,999",38000,0,26.3,26.3,0,1000,Month,1000,1000,120,Month,120,120,Every day we decide who will drive the car or who will drive which car,No,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at several places.,Yes,Very interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.87,2.92,2.88,2.97,2.82,2.87,2.92,2.88,2.97,2.82,-2.9,-2.91,-2.91,-3,-2.9,-2.91,-2.91,-3,2.95,4.125,4.125,2.81,2.88,4.125,4.125,2.95,,,2.81,2.88,,,-3,4.125,4.125,4.125,4.125,4.125,-3,,,,,,-1.23,-1.23,-1.56,-1.56,4.125,,0,0,2.4,2.4,1.83,1.83,-1.53,-1.53,4.125,,2.78,2.78,1.023635392,0.050573039,-0.354172305,-0.612469241,0.124142166,0.901123638,0.514800797,0.610851972,-0.133909014,-0.306204489,-0.614922911,-0.356534067,-0.056792916,1.231804699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,0,2,0,2,0,1,2,1,2,3,4,3,27,2,2,0,3,3,0,0,2,0,2,0,1,2,1,2,3,4,
